"Logdate","dive","Speciesrpt","TimeCode","Camera_view"
"2008-07-12 15:46:54","1162","Stronglyocentrotus fragilis","15 46 54 04","forward"
"2008-07-12 15:47:12","1162","Stronglyocentrotus fragilis","15 47 12 11","forward"
"2008-07-12 17:27:07","1162","Stronglyocentrotus fragilis","17 27 07 29","forward"
"2008-07-12 17:32:53","1162","Stronglyocentrotus fragilis","17 32 53 11","forward"
"2008-07-12 17:33:41","1162","Stronglyocentrotus fragilis","17 33 41 17","forward"
"2008-07-12 17:34:14","1162","Stronglyocentrotus fragilis","17 34 14 24","forward"
"2008-07-12 17:34:42","1162","Stronglyocentrotus fragilis","17 34 42 01","forward"
"2008-07-12 17:35:48","1162","Stronglyocentrotus fragilis","17 35 48 09","forward"
"2008-07-12 17:39:57","1162","Stronglyocentrotus fragilis","17 39 57 01","forward"
"2008-07-12 17:40:10","1162","Stronglyocentrotus fragilis","17 40 10 05","forward"
"2008-07-12 17:56:45","1162","Stronglyocentrotus fragilis","17 56 45 16","forward"
"2008-07-12 18:14:50","1162","Stronglyocentrotus fragilis","18 14 50 02","forward"
"2008-07-12 23:35:36","1162","Stronglyocentrotus fragilis","23 35 36 02","forward"
"2008-07-13 00:44:30","1162","Stronglyocentrotus fragilis","00 44 30 29","forward"
"2008-07-12 15:44:32","1162","Stronglyocentrotus pallidus","15 44 32 27","vertical"
"2008-07-12 15:46:57","1162","Stronglyocentrotus pallidus","15 46 57 19","vertical"
"2008-07-12 16:45:15","1162","Stronglyocentrotus pallidus","16 45 15 03","vertical"
"2008-07-12 17:26:31","1162","Stronglyocentrotus pallidus","17 26 31 05","vertical"
"2008-07-12 17:34:50","1162","Stronglyocentrotus pallidus","17 34 50 25","vertical"
"2008-07-12 17:44:18","1162","Stronglyocentrotus pallidus","17 44 18 12","vertical"
"2008-07-12 18:12:01","1162","Stronglyocentrotus pallidus","18 12 01 04","vertical"
"2008-07-12 18:24:25","1162","Stronglyocentrotus pallidus","18 24 25 00","vertical"
"2008-07-12 18:27:19","1162","Stronglyocentrotus pallidus","18 27 19 16","vertical"
"2008-07-12 22:08:29","1162","Stronglyocentrotus pallidus","22 08 29 02","vertical"
"2008-07-13 00:03:06","1162","Stronglyocentrotus pallidus","00 03 06 06","vertical"
"2008-07-13 00:20:28","1162","Stronglyocentrotus pallidus","00 20 28 21","vertical"
"2008-07-13 00:25:09","1162","Stronglyocentrotus pallidus","00 25 09 18","vertical"
"2008-07-13 03:16:02","1162","Stronglyocentrotus pallidus","03 16 02 09","vertical"
"2008-07-13 05:34:27","1162","Stronglyocentrotus pallidus","05 34 27 14","vertical"
"2008-07-13 06:07:51","1162","Stronglyocentrotus pallidus","06 07 51 23","vertical"
"2008-07-13 06:21:05","1162","Stronglyocentrotus pallidus","06 21 05 07","vertical"
"2008-07-13 06:22:18","1162","Stronglyocentrotus pallidus","06 22 18 20","vertical"
"2008-07-13 06:26:18","1162","Stronglyocentrotus pallidus","06 26 18 29","vertical"
"2008-07-13 06:27:28","1162","Stronglyocentrotus pallidus","06 27 28 05","vertical"
"2008-07-13 06:28:50","1162","Stronglyocentrotus pallidus","06 28 50 25","vertical"
"2008-07-13 06:30:33","1162","Stronglyocentrotus pallidus","06 30 33 20","vertical"
"2008-07-12 15:46:54","1162","Stronglyocentrotus pallidus","15 46 54 04","forward"
"2008-07-12 15:47:12","1162","Stronglyocentrotus pallidus","15 47 12 11","forward"
"2008-07-12 15:55:01","1162","Stronglyocentrotus pallidus","15 55 01 25","forward"
"2008-07-12 17:27:07","1162","Stronglyocentrotus pallidus","17 27 07 29","forward"
"2008-07-12 17:33:41","1162","Stronglyocentrotus pallidus","17 33 41 17","forward"
"2008-07-12 17:34:42","1162","Stronglyocentrotus pallidus","17 34 42 01","forward"
"2008-07-12 17:35:48","1162","Stronglyocentrotus pallidus","17 35 48 09","forward"
"2008-07-12 17:44:01","1162","Stronglyocentrotus pallidus","17 44 01 00","forward"
"2008-07-12 18:27:14","1162","Stronglyocentrotus pallidus","18 27 14 23","forward"
"2008-07-12 16:02:32","1162","Stylaster","16 02 32 20","vertical"
"2008-07-12 16:08:27","1162","Stylaster","16 08 27 18","vertical"
"2008-07-12 16:40:24","1162","Stylaster","16 40 24 24","vertical"
"2008-07-12 17:44:18","1162","Stylaster","17 44 18 12","vertical"
"2008-07-12 19:50:39","1162","Stylaster","19 50 39 03","vertical"
"2008-07-12 19:53:03","1162","Stylaster","19 53 03 26","vertical"
"2008-07-12 19:56:29","1162","Stylaster","19 56 29 29","vertical"
"2008-07-12 20:31:23","1162","Stylaster","20 31 23 15","vertical"
"2008-07-12 23:57:47","1162","Stylaster","23 57 47 29","vertical"
"2008-07-12 23:59:11","1162","Stylaster","23 59 11 11","vertical"
"2008-07-13 00:02:08","1162","Stylaster","00 02 08 16","vertical"
"2008-07-13 00:15:08","1162","Stylaster","00 15 08 17","vertical"
"2008-07-13 00:25:09","1162","Stylaster","00 25 09 18","vertical"
"2008-07-13 00:40:43","1162","Stylaster","00 40 43 11","vertical"
"2008-07-13 01:04:25","1162","Stylaster","01 04 25 01","vertical"
"2008-07-13 02:17:32","1162","Stylaster","02 17 32 27","vertical"
"2008-07-13 02:18:45","1162","Stylaster","02 18 45 12","vertical"
"2008-07-13 02:20:43","1162","Stylaster","02 20 43 29","vertical"
"2008-07-13 02:32:16","1162","Stylaster","02 32 16 28","vertical"
"2008-07-13 02:32:37","1162","Stylaster","02 32 37 29","vertical"
"2008-07-13 02:34:27","1162","Stylaster","02 34 27 15","vertical"
"2008-07-13 02:41:43","1162","Stylaster","02 41 43 26","vertical"
"2008-07-13 02:42:01","1162","Stylaster","02 42 01 26","vertical"
"2008-07-13 02:43:31","1162","Stylaster","02 43 31 16","vertical"
"2008-07-13 02:44:55","1162","Stylaster","02 44 55 10","vertical"
"2008-07-13 02:47:28","1162","Stylaster","02 47 28 15","vertical"
"2008-07-13 03:02:59","1162","Stylaster","03 02 59 07","vertical"
"2008-07-13 03:14:46","1162","Stylaster","03 14 46 08","vertical"
"2008-07-13 03:17:54","1162","Stylaster","03 17 54 29","vertical"
"2008-07-13 03:19:32","1162","Stylaster","03 19 32 05","vertical"
"2008-07-13 03:35:12","1162","Stylaster","03 35 12 15","vertical"
"2008-07-13 03:54:05","1162","Stylaster","03 54 05 08","vertical"
"2008-07-13 03:54:29","1162","Stylaster","03 54 29 22","vertical"
"2008-07-13 03:55:47","1162","Stylaster","03 55 47 09","vertical"
"2008-07-13 03:57:43","1162","Stylaster","03 57 43 08","vertical"
"2008-07-13 03:59:27","1162","Stylaster","03 59 27 10","vertical"
"2008-07-13 04:23:31","1162","Stylaster","04 23 31 19","vertical"
"2008-07-13 04:45:47","1162","Stylaster","04 45 47 18","vertical"
"2008-07-13 04:57:06","1162","Stylaster","04 57 06 16","vertical"
"2008-07-13 05:12:42","1162","Stylaster","05 12 42 29","vertical"
"2008-07-13 05:18:52","1162","Stylaster","05 18 52 17","vertical"
"2008-07-13 05:19:27","1162","Stylaster","05 19 27 08","vertical"
"2008-07-13 05:20:23","1162","Stylaster","05 20 23 24","vertical"
"2008-07-13 05:25:19","1162","Stylaster","05 25 19 16","vertical"
"2008-07-13 05:26:30","1162","Stylaster","05 26 30 17","vertical"
"2008-07-13 05:28:27","1162","Stylaster","05 28 27 18","vertical"
"2008-07-13 05:31:36","1162","Stylaster","05 31 36 28","vertical"
"2008-07-13 05:33:12","1162","Stylaster","05 33 12 13","vertical"
"2008-07-13 05:44:52","1162","Stylaster","05 44 52 09","vertical"
"2008-07-13 05:55:31","1162","Stylaster","05 55 31 05","vertical"
"2008-07-13 05:56:46","1162","Stylaster","05 56 46 05","vertical"
"2008-07-13 06:05:25","1162","Stylaster","06 05 25 06","vertical"
"2008-07-13 06:20:13","1162","Stylaster","06 20 13 09","vertical"
"2008-07-13 06:26:18","1162","Stylaster","06 26 18 29","vertical"
"2008-07-13 06:27:28","1162","Stylaster","06 27 28 05","vertical"
"2008-07-13 06:28:50","1162","Stylaster","06 28 50 25","vertical"
"2008-07-13 06:33:18","1162","Stylaster","06 33 18 04","vertical"
"2008-07-13 06:38:58","1162","Stylaster","06 38 58 05","vertical"
"2008-07-13 07:21:38","1162","Stylaster","07 21 38 04","vertical"
"2008-07-12 15:52:27","1162","Stylaster","15 52 27 10","forward"
"2008-07-12 15:54:16","1162","Stylaster","15 54 16 06","forward"
"2008-07-12 15:58:00","1162","Stylaster","15 58 00 27","forward"
"2008-07-12 16:01:28","1162","Stylaster","16 01 28 14","forward"
"2008-07-12 16:03:32","1162","Stylaster","16 03 32 13","forward"
"2008-07-12 16:10:54","1162","Stylaster","16 10 54 28","forward"
"2008-07-12 16:14:57","1162","Stylaster","16 14 57 11","forward"
"2008-07-12 16:18:48","1162","Stylaster","16 18 48 29","forward"
"2008-07-12 16:33:13","1162","Stylaster","16 33 13 25","forward"
"2008-07-12 16:39:13","1162","Stylaster","16 39 13 23","forward"
"2008-07-12 16:42:02","1162","Stylaster","16 42 02 25","forward"
"2008-07-12 17:31:45","1162","Stylaster","17 31 45 04","forward"
"2008-07-12 17:44:01","1162","Stylaster","17 44 01 00","forward"
"2008-07-12 17:44:16","1162","Stylaster","17 44 16 27","forward"
"2008-07-12 17:45:27","1162","Stylaster","17 45 27 11","forward"
"2008-07-12 17:47:31","1162","Stylaster","17 47 31 23","forward"
"2008-07-12 17:48:12","1162","Stylaster","17 48 12 08","forward"
"2008-07-12 17:51:10","1162","Stylaster","17 51 10 28","forward"
"2008-07-12 17:53:03","1162","Stylaster","17 53 03 07","forward"
"2008-07-12 18:12:09","1162","Stylaster","18 12 09 22","forward"
"2008-07-12 18:13:04","1162","Stylaster","18 13 04 07","forward"
"2008-07-12 18:13:36","1162","Stylaster","18 13 36 11","forward"
"2008-07-12 18:18:43","1162","Stylaster","18 18 43 26","forward"
"2008-07-12 18:39:12","1162","Stylaster","18 39 12 04","forward"
"2008-07-12 18:47:59","1162","Stylaster","18 47 59 11","forward"
"2008-07-12 18:48:26","1162","Stylaster","18 48 26 09","forward"
"2008-07-12 18:49:14","1162","Stylaster","18 49 14 21","forward"
"2008-07-12 18:50:15","1162","Stylaster","18 50 15 05","forward"
"2008-07-12 18:50:46","1162","Stylaster","18 50 46 12","forward"
"2008-07-12 19:01:42","1162","Stylaster","19 01 42 27","forward"
"2008-07-12 19:02:44","1162","Stylaster","19 02 44 02","forward"
"2008-07-12 19:03:15","1162","Stylaster","19 03 15 25","forward"
"2008-07-12 19:04:32","1162","Stylaster","19 04 32 01","forward"
"2008-07-12 19:05:20","1162","Stylaster","19 05 20 14","forward"
"2008-07-12 19:06:10","1162","Stylaster","19 06 10 23","forward"
"2008-07-12 19:08:59","1162","Stylaster","19 08 59 14","forward"
"2008-07-12 19:36:46","1162","Stylaster","19 36 46 09","forward"
"2008-07-12 19:40:05","1162","Stylaster","19 40 05 02","forward"
"2008-07-12 19:41:34","1162","Stylaster","19 41 34 22","forward"
"2008-07-12 19:43:09","1162","Stylaster","19 43 09 10","forward"
"2008-07-12 19:45:13","1162","Stylaster","19 45 13 01","forward"
"2008-07-12 19:45:22","1162","Stylaster","19 45 22 21","forward"
"2008-07-12 19:49:55","1162","Stylaster","19 49 55 05","forward"
"2008-07-12 19:50:35","1162","Stylaster","19 50 35 02","forward"
"2008-07-12 19:54:08","1162","Stylaster","19 54 08 15","forward"
"2008-07-12 19:56:07","1162","Stylaster","19 56 07 01","forward"
"2008-07-12 19:56:27","1162","Stylaster","19 56 27 07","forward"
"2008-07-12 20:41:48","1162","Stylaster","20 41 48 15","forward"
"2008-07-12 20:10:06","1162","Stylaster","20 10 06 07","forward"
"2008-07-12 20:36:40","1162","Stylaster","20 36 40 22","forward"
"2008-07-12 20:38:01","1162","Stylaster","20 38 01 23","forward"
"2008-07-12 20:51:48","1162","Stylaster","20 51 48 14","forward"
"2008-07-13 02:10:21","1162","Stylaster","02 10 21 20","forward"
"2008-07-12 22:06:12","1162","Stylaster","22 06 12 12","forward"
"2008-07-12 22:08:21","1162","Stylaster","22 08 21 19","forward"
"2008-07-12 23:34:37","1162","Stylaster","23 34 37 13","forward"
"2008-07-12 23:36:14","1162","Stylaster","23 36 14 15","forward"
"2008-07-12 23:44:32","1162","Stylaster","23 44 32 03","forward"
"2008-07-12 23:48:08","1162","Stylaster","23 48 08 18","forward"
"2008-07-12 23:49:24","1162","Stylaster","23 49 24 15","forward"
"2008-07-12 23:51:49","1162","Stylaster","23 51 49 13","forward"
"2008-07-12 23:52:30","1162","Stylaster","23 52 30 23","forward"
"2008-07-12 23:56:14","1162","Stylaster","23 56 14 16","forward"
"2008-07-12 23:57:33","1162","Stylaster","23 57 33 16","forward"
"2008-07-12 23:57:49","1162","Stylaster","23 57 49 27","forward"
"2008-07-12 23:58:59","1162","Stylaster","23 58 59 12","forward"
"2008-07-13 00:01:29","1162","Stylaster","00 01 29 18","forward"
"2008-07-13 00:04:42","1162","Stylaster","00 04 42 13","forward"
"2008-07-13 00:05:08","1162","Stylaster","00 05 08 23","forward"
"2008-07-13 00:06:05","1162","Stylaster","00 06 05 04","forward"
"2008-07-13 00:13:46","1162","Stylaster","00 13 46 06","forward"
"2008-07-13 00:15:01","1162","Stylaster","00 15 01 25","forward"
"2008-07-13 00:15:30","1162","Stylaster","00 15 30 04","forward"
"2008-07-13 00:15:43","1162","Stylaster","00 15 43 18","forward"
"2008-07-13 00:15:53","1162","Stylaster","00 15 53 15","forward"
"2008-07-13 00:19:21","1162","Stylaster","00 19 21 24","forward"
"2008-07-13 00:19:59","1162","Stylaster","00 19 59 28","forward"
"2008-07-13 00:20:23","1162","Stylaster","00 20 23 09","forward"
"2008-07-13 00:20:47","1162","Stylaster","00 20 47 15","forward"
"2008-07-13 00:21:27","1162","Stylaster","00 21 27 09","forward"
"2008-07-13 00:23:16","1162","Stylaster","00 23 16 07","forward"
"2008-07-13 00:23:49","1162","Stylaster","00 23 49 24","forward"
"2008-07-13 00:25:35","1162","Stylaster","00 25 35 04","forward"
"2008-07-13 00:26:08","1162","Stylaster","00 26 08 27","forward"
"2008-07-13 00:26:32","1162","Stylaster","00 26 32 07","forward"
"2008-07-13 00:28:35","1162","Stylaster","00 28 35 07","forward"
"2008-07-13 00:28:52","1162","Stylaster","00 28 52 05","forward"
"2008-07-13 00:31:02","1162","Stylaster","00 31 02 17","forward"
"2008-07-13 00:33:55","1162","Stylaster","00 33 55 03","forward"
"2008-07-13 00:35:04","1162","Stylaster","00 35 04 15","forward"
"2008-07-13 00:36:52","1162","Stylaster","00 36 52 04","forward"
"2008-07-13 00:38:26","1162","Stylaster","00 38 26 02","forward"
"2008-07-13 00:40:11","1162","Stylaster","00 40 11 25","forward"
"2008-07-13 00:40:31","1162","Stylaster","00 40 31 12","forward"
"2008-07-13 00:41:32","1162","Stylaster","00 41 32 05","forward"
"2008-07-13 00:41:59","1162","Stylaster","00 41 59 15","forward"
"2008-07-13 00:42:12","1162","Stylaster","00 42 12 12","forward"
"2008-07-13 00:43:34","1162","Stylaster","00 43 34 16","forward"
"2008-07-13 00:44:53","1162","Stylaster","00 44 53 03","forward"
"2008-07-13 00:46:10","1162","Stylaster","00 46 10 29","forward"
"2008-07-13 00:51:48","1162","Stylaster","00 51 48 18","forward"
"2008-07-13 01:00:09","1162","Stylaster","01 00 09 21","forward"
"2008-07-13 01:02:41","1162","Stylaster","01 02 41 07","forward"
"2008-07-13 01:11:01","1162","Stylaster","01 11 01 02","forward"
"2008-07-13 01:23:16","1162","Stylaster","01 23 16 11","forward"
"2008-07-13 02:07:58","1162","Stylaster","02 07 58 15","forward"
"2008-07-13 02:11:48","1162","Stylaster","02 11 48 03","forward"
"2008-07-13 02:18:54","1162","Stylaster","02 18 54 28","forward"
"2008-07-13 02:19:25","1162","Stylaster","02 19 25 29","forward"
"2008-07-13 02:21:11","1162","Stylaster","02 21 11 21","forward"
"2008-07-13 02:21:30","1162","Stylaster","02 21 30 06","forward"
"2008-07-13 02:22:41","1162","Stylaster","02 22 41 14","forward"
"2008-07-13 02:30:51","1162","Stylaster","02 30 51 16","forward"
"2008-07-13 02:31:58","1162","Stylaster","02 31 58 23","forward"
"2008-07-13 02:32:39","1162","Stylaster","02 32 39 03","forward"
"2008-07-13 02:34:43","1162","Stylaster","02 34 43 18","forward"
"2008-07-13 02:40:10","1162","Stylaster","02 40 10 21","forward"
"2008-07-13 02:40:20","1162","Stylaster","02 40 20 11","forward"
"2008-07-13 02:42:32","1162","Stylaster","02 42 32 00","forward"
"2008-07-13 02:43:21","1162","Stylaster","02 43 21 18","forward"
"2008-07-13 02:44:11","1162","Stylaster","02 44 11 12","forward"
"2008-07-13 02:47:23","1162","Stylaster","02 47 23 21","forward"
"2008-07-13 02:55:01","1162","Stylaster","02 55 01 26","forward"
"2008-07-13 02:57:34","1162","Stylaster","02 57 34 13","forward"
"2008-07-13 02:58:02","1162","Stylaster","02 58 02 05","forward"
"2008-07-13 02:58:56","1162","Stylaster","02 58 56 22","forward"
"2008-07-13 02:59:54","1162","Stylaster","02 59 54 08","forward"
"2008-07-13 03:00:46","1162","Stylaster","03 00 46 08","forward"
"2008-07-13 03:02:48","1162","Stylaster","03 02 48 27","forward"
"2008-07-13 03:08:13","1162","Stylaster","03 08 13 25","forward"
"2008-07-13 03:11:03","1162","Stylaster","03 11 03 19","forward"
"2008-07-13 03:11:44","1162","Stylaster","03 11 44 19","forward"
"2008-07-13 03:12:32","1162","Stylaster","03 12 32 07","forward"
"2008-07-13 03:13:18","1162","Stylaster","03 13 18 13","forward"
"2008-07-13 03:13:58","1162","Stylaster","03 13 58 21","forward"
"2008-07-13 03:14:50","1162","Stylaster","03 14 50 21","forward"
"2008-07-13 03:15:13","1162","Stylaster","03 15 13 26","forward"
"2008-07-13 03:16:09","1162","Stylaster","03 16 09 18","forward"
"2008-07-13 03:16:39","1162","Stylaster","03 16 39 00","forward"
"2008-07-13 03:17:05","1162","Stylaster","03 17 05 26","forward"
"2008-07-13 03:17:56","1162","Stylaster","03 17 56 00","forward"
"2008-07-13 03:18:38","1162","Stylaster","03 18 38 20","forward"
"2008-07-13 03:33:12","1162","Stylaster","03 33 12 16","forward"
"2008-07-13 03:35:36","1162","Stylaster","03 35 36 18","forward"
"2008-07-13 03:36:10","1162","Stylaster","03 36 10 05","forward"
"2008-07-13 03:37:04","1162","Stylaster","03 37 04 27","forward"
"2008-07-13 03:54:45","1162","Stylaster","03 54 45 01","forward"
"2008-07-13 03:55:00","1162","Stylaster","03 55 00 15","forward"
"2008-07-13 03:59:10","1162","Stylaster","03 59 10 09","forward"
"2008-07-13 04:00:27","1162","Stylaster","04 00 27 11","forward"
"2008-07-13 04:00:49","1162","Stylaster","04 00 49 17","forward"
"2008-07-13 04:02:03","1162","Stylaster","04 02 03 27","forward"
"2008-07-13 04:07:04","1162","Stylaster","04 07 04 04","forward"
"2008-07-13 04:22:07","1162","Stylaster","04 22 07 14","forward"
"2008-07-13 04:25:47","1162","Stylaster","04 25 47 25","forward"
"2008-07-13 04:28:24","1162","Stylaster","04 28 24 17","forward"
"2008-07-13 04:39:52","1162","Stylaster","04 39 52 16","forward"
"2008-07-13 04:44:57","1162","Stylaster","04 44 57 09","forward"
"2008-07-13 04:58:47","1162","Stylaster","04 58 47 00","forward"
"2008-07-13 05:00:45","1162","Stylaster","05 00 45 06","forward"
"2008-07-13 05:05:40","1162","Stylaster","05 05 40 11","forward"
"2008-07-13 05:07:49","1162","Stylaster","05 07 49 03","forward"
"2008-07-13 05:08:40","1162","Stylaster","05 08 40 16","forward"
"2008-07-13 05:09:16","1162","Stylaster","05 09 16 29","forward"
"2008-07-13 05:12:15","1162","Stylaster","05 12 15 26","forward"
"2008-07-13 05:12:29","1162","Stylaster","05 12 29 02","forward"
"2008-07-13 05:12:48","1162","Stylaster","05 12 48 18","forward"
"2008-07-13 05:13:45","1162","Stylaster","05 13 45 15","forward"
"2008-07-13 05:19:02","1162","Stylaster","05 19 02 19","forward"
"2008-07-13 05:21:44","1162","Stylaster","05 21 44 21","forward"
"2008-07-13 05:28:13","1162","Stylaster","05 28 13 28","forward"
"2008-07-13 05:28:57","1162","Stylaster","05 28 57 06","forward"
"2008-07-13 05:29:22","1162","Stylaster","05 29 22 03","forward"
"2008-07-13 05:31:32","1162","Stylaster","05 31 32 01","forward"
"2008-07-13 05:34:39","1162","Stylaster","05 34 39 24","forward"
"2008-07-13 05:36:51","1162","Stylaster","05 36 51 13","forward"
"2008-07-13 05:38:11","1162","Stylaster","05 38 11 19","forward"
"2008-07-13 05:39:36","1162","Stylaster","05 39 36 06","forward"
"2008-07-13 05:45:44","1162","Stylaster","05 45 44 06","forward"
"2008-07-13 05:46:11","1162","Stylaster","05 46 11 15","forward"
"2008-07-13 05:47:06","1162","Stylaster","05 47 06 25","forward"
"2008-07-13 05:47:49","1162","Stylaster","05 47 49 11","forward"
"2008-07-13 05:55:20","1162","Stylaster","05 55 20 17","forward"
"2008-07-13 05:55:48","1162","Stylaster","05 55 48 20","forward"
"2008-07-13 05:57:02","1162","Stylaster","05 57 02 18","forward"
"2008-07-13 05:59:23","1162","Stylaster","05 59 23 04","forward"
"2008-07-13 06:02:17","1162","Stylaster","06 02 17 17","forward"
"2008-07-13 06:04:42","1162","Stylaster","06 04 42 26","forward"
"2008-07-13 06:05:13","1162","Stylaster","06 05 13 13","forward"
"2008-07-13 06:06:23","1162","Stylaster","06 06 23 22","forward"
"2008-07-13 06:07:12","1162","Stylaster","06 07 12 20","forward"
"2008-07-13 06:17:38","1162","Stylaster","06 17 38 06","forward"
"2008-07-13 06:18:25","1162","Stylaster","06 18 25 05","forward"
"2008-07-13 06:20:05","1162","Stylaster","06 20 05 17","forward"
"2008-07-13 06:22:45","1162","Stylaster","06 22 45 27","forward"
"2008-07-13 06:25:45","1162","Stylaster","06 25 45 11","forward"
"2008-07-13 06:26:01","1162","Stylaster","06 26 01 25","forward"
"2008-07-13 06:27:33","1162","Stylaster","06 27 33 27","forward"
"2008-07-13 06:28:58","1162","Stylaster","06 28 58 19","forward"
"2008-07-13 06:30:35","1162","Stylaster","06 30 35 28","forward"
"2008-07-13 06:32:10","1162","Stylaster","06 32 10 12","forward"
"2008-07-13 06:32:20","1162","Stylaster","06 32 20 08","forward"
"2008-07-13 06:33:05","1162","Stylaster","06 33 05 13","forward"
"2008-07-13 06:34:25","1162","Stylaster","06 34 25 08","forward"
"2008-07-13 06:34:42","1162","Stylaster","06 34 42 13","forward"
"2008-07-13 06:35:50","1162","Stylaster","06 35 50 04","forward"
"2008-07-13 06:38:42","1162","Stylaster","06 38 42 11","forward"
"2008-07-13 06:40:48","1162","Stylaster","06 40 48 08","forward"
"2008-07-13 06:41:27","1162","Stylaster","06 41 27 01","forward"
"2008-07-13 06:43:47","1162","Stylaster","06 43 47 16","forward"
"2008-07-13 06:44:26","1162","Stylaster","06 44 26 21","forward"
"2008-07-13 06:46:49","1162","Stylaster","06 46 49 09","forward"
"2008-07-13 06:48:49","1162","Stylaster","06 48 49 16","forward"
"2008-07-13 06:52:26","1162","Stylaster","06 52 26 19","forward"
"2008-07-13 06:53:13","1162","Stylaster","06 53 13 26","forward"
"2008-07-13 06:57:33","1162","Stylaster","06 57 33 15","forward"
"2008-07-13 03:38:23","1162","Stylaster","03 38 23 14","forward"
"2008-07-12 16:18:56","1162","Stylasterias","16 18 56 25","vertical"
"2008-07-12 17:24:56","1162","Stylasterias","17 24 56 25","vertical"
"2008-07-12 17:31:14","1162","Stylasterias","17 31 14 23","vertical"
"2008-07-12 17:32:32","1162","Stylasterias","17 32 32 02","vertical"
"2008-07-12 17:41:11","1162","Stylasterias","17 41 11 10","vertical"
"2008-07-12 18:12:01","1162","Stylasterias","18 12 01 04","vertical"
"2008-07-12 18:14:39","1162","Stylasterias","18 14 39 20","vertical"
"2008-07-12 18:24:25","1162","Stylasterias","18 24 25 00","vertical"
"2008-07-12 19:54:05","1162","Stylasterias","19 54 05 05","vertical"
"2008-07-12 20:03:32","1162","Stylasterias","20 03 32 26","vertical"
"2008-07-12 20:49:49","1162","Stylasterias","20 49 49 13","vertical"
"2008-07-12 20:51:13","1162","Stylasterias","20 51 13 00","vertical"
"2008-07-12 21:49:22","1162","Stylasterias","21 49 22 03","vertical"
"2008-07-12 23:37:53","1162","Stylasterias","23 37 53 24","vertical"
"2008-07-12 23:39:49","1162","Stylasterias","23 39 49 16","vertical"
"2008-07-12 23:48:36","1162","Stylasterias","23 48 36 24","vertical"
"2008-07-13 00:05:03","1162","Stylasterias","00 05 03 09","vertical"
"2008-07-13 00:07:58","1162","Stylasterias","00 07 58 10","vertical"
"2008-07-13 00:08:27","1162","Stylasterias","00 08 27 22","vertical"
"2008-07-13 00:27:06","1162","Stylasterias","00 27 06 20","vertical"
"2008-07-13 00:35:19","1162","Stylasterias","00 35 19 04","vertical"
"2008-07-13 00:41:34","1162","Stylasterias","00 41 34 09","vertical"
"2008-07-13 00:44:57","1162","Stylasterias","00 44 57 17","vertical"
"2008-07-13 02:05:36","1162","Stylasterias","02 05 36 24","vertical"
"2008-07-13 02:11:17","1162","Stylasterias","02 11 17 02","vertical"
"2008-07-13 02:19:08","1162","Stylasterias","02 19 08 19","vertical"
"2008-07-13 02:40:55","1162","Stylasterias","02 40 55 06","vertical"
"2008-07-13 02:43:18","1162","Stylasterias","02 43 18 25","vertical"
"2008-07-13 03:16:25","1162","Stylasterias","03 16 25 19","vertical"
"2008-07-13 03:18:09","1162","Stylasterias","03 18 09 03","vertical"
"2008-07-13 03:35:28","1162","Stylasterias","03 35 28 06","vertical"
"2008-07-13 04:11:30","1162","Stylasterias","04 11 30 27","vertical"
"2008-07-13 04:37:25","1162","Stylasterias","04 37 25 11","vertical"
"2008-07-13 05:06:38","1162","Stylasterias","05 06 38 14","vertical"
"2008-07-13 05:06:51","1162","Stylasterias","05 06 51 26","vertical"
"2008-07-13 05:07:58","1162","Stylasterias","05 07 58 15","vertical"
"2008-07-13 05:20:08","1162","Stylasterias","05 20 08 15","vertical"
"2008-07-13 05:32:31","1162","Stylasterias","05 32 31 06","vertical"
"2008-07-13 05:34:14","1162","Stylasterias","05 34 14 06","vertical"
"2008-07-13 05:56:00","1162","Stylasterias","05 56 00 17","vertical"
"2008-07-13 06:33:58","1162","Stylasterias","06 33 58 03","vertical"
"2008-07-13 06:37:00","1162","Stylasterias","06 37 00 25","vertical"
"2008-07-13 06:46:02","1162","Stylasterias","06 46 02 19","vertical"
"2008-07-13 06:57:03","1162","Stylasterias","06 57 03 21","vertical"
"2008-07-13 07:25:39","1162","Stylasterias","07 25 39 07","vertical"
"2008-07-12 15:59:02","1162","Stylasterias","15 59 02 14","forward"
"2008-07-12 16:18:48","1162","Stylasterias","16 18 48 29","forward"
"2008-07-12 17:24:53","1162","Stylasterias","17 24 53 28","forward"
"2008-07-12 17:32:25","1162","Stylasterias","17 32 25 11","forward"
"2008-07-12 17:51:10","1162","Stylasterias","17 51 10 28","forward"
"2008-07-12 18:12:09","1162","Stylasterias","18 12 09 22","forward"
"2008-07-12 18:15:01","1162","Stylasterias","18 15 01 03","forward"
"2008-07-12 18:25:08","1162","Stylasterias","18 25 08 06","forward"
"2008-07-12 18:25:43","1162","Stylasterias","18 25 43 15","forward"
"2008-07-12 18:26:24","1162","Stylasterias","18 26 24 03","forward"
"2008-07-12 18:26:33","1162","Stylasterias","18 26 33 21","forward"
"2008-07-12 21:49:09","1162","Stylasterias","21 49 09 05","forward"
"2008-07-12 22:23:03","1162","Stylasterias","22 23 03 07","forward"
"2008-07-12 23:55:02","1162","Stylasterias","23 55 02 01","forward"
"2008-07-12 21:18:58","1162","Swiftia","21 18 58 28","forward"
"2008-07-13 02:43:21","1162","Swiftia","02 43 21 18","forward"
